seq,time_server,time_ist,event,symbol,tf,trade_id,direction,exit_mode,ist_session,flip_from,entry_price,init_sl,cur_sl,sl_distance,sl_factor,tp_unit,tp1,tp2,tp3,tp4,tp5,lots_initial,lots_event,lots_remaining,event_price,r_target,r_realized,profit,ema9,ema21,ema50,ema9_prev,ema21_prev,ema21_50_gap_atr,atr,adx,rsi,rsi_m5,macd_main,macd_signal,macd_hist,vwap,close,volume,vol_avg,bull_pct,bear_pct,spread_pts,qfilter_on,qf_flags,mfe_r,mae_r,balance,equity,note
11,2026.01.02 06:01:39,2026.01.02 08:31:39,SL_MOVE,XAUUSD,M3,2,BUY,FULLTGT,DAY,0,4353.16,4347.36,4370.56,5.80,1.00,5.80,4358.96,4364.76,4370.56,4376.36,4382.16,0.21,0.00,0.21,4370.56,4.00,0.00,0.00,4372.55,4368.63,4360.84,4371.91,4367.98,3.052,2.55,76.90,75.46,76.60,4.61,4.88,-0.27,4352.60,4375.11,380,436,71.4,14.3,11,1,CROSS=EMA9>EMA21;TREND=1;STRUCT=1;VOL=1;COOL=1;EMA50=1;VWAP=1;BIAS=1,4.00,-0.41,24999.26,25487.72,stop trailed to TP3
12,2026.01.02 06:01:39,2026.01.02 08:31:39,TP4_REACHED,XAUUSD,M3,2,BUY,FULLTGT,DAY,0,4353.16,4347.36,4370.56,5.80,1.00,5.80,4358.96,4364.76,4370.56,4376.36,4382.16,0.21,0.00,0.21,4376.36,4.00,4.00,0.00,4372.55,4368.63,4360.84,4371.91,4367.98,3.052,2.55,76.90,75.46,76.60,4.61,4.88,-0.27,4352.60,4375.11,380,436,71.4,14.3,11,1,CROSS=EMA9>EMA21;TREND=1;STRUCT=1;VOL=1;COOL=1;EMA50=1;VWAP=1;BIAS=1,4.00,-0.41,24999.26,25487.72,full target: no partial booked
13,2026.01.02 08:15:00,2026.01.02 10:45:00,SKIP,XAUUSD,M3,2,BUY,FULLTGT,DAY,0,4353.16,4347.36,4370.56,5.80,1.00,5.80,4358.96,4364.76,4370.56,4376.36,4382.16,0.21,0.00,0.00,0.00,0.00,0.00,0.00,4377.09,4377.34,4374.33,4377.55,4377.55,1.533,1.96,29.10,44.39,50.44,0.30,1.18,-0.88,4359.43,4375.24,305,333,28.6,57.1,5,1,CROSS=EMA9>EMA21;TREND=1;STRUCT=1;VOL=1;COOL=1;EMA50=1;VWAP=1;BIAS=1,4.92,-0.41,24999.26,25462.94,outside the killzone window
14,2026.01.02 08:30:00,2026.01.02 11:00:00,SKIP,XAUUSD,M3,2,BUY,FULLTGT,DAY,0,4353.16,4347.36,4370.56,5.80,1.00,5.80,4358.96,4364.76,4370.56,4376.36,4382.16,0.21,0.00,0.00,0.00,0.00,0.00,0.00,4377.67,4377.48,4374.93,4377.12,4377.24,1.051,2.43,20.99,58.09,61.02,0.38,0.39,-0.01,4360.04,4379.87,354,333,71.4,14.3,9,1,CROSS=EMA9>EMA21;TREND=1;STRUCT=1;VOL=1;COOL=1;EMA50=1;VWAP=1;BIAS=1,4.92,-0.41,24999.26,25560.17,outside the killzone window
15,2026.01.02 08:45:00,2026.01.02 11:15:00,SKIP,XAUUSD,M3,2,BUY,FULLTGT,DAY,0,4353.16,4347.36,4370.56,5.80,1.00,5.80,4358.96,4364.76,4370.56,4376.36,4382.16,0.21,0.00,0.00,0.00,0.00,0.00,0.00,4376.87,4377.19,4375.27,4377.47,4377.46,0.824,2.33,22.51,41.81,46.33,-0.05,0.24,-0.29,4360.51,4374.46,301,331,14.3,57.1,5,1,CROSS=EMA9>EMA21;TREND=1;STRUCT=1;VOL=1;COOL=1;EMA50=1;VWAP=1;BIAS=1,4.92,-0.41,24999.26,25446.56,outside the killzone window
16,2026.01.02 09:36:00,2026.01.02 12:06:00,SKIP,XAUUSD,M3,2,BUY,FULLTGT,DAY,0,4353.16,4347.36,4370.56,5.80,1.00,5.80,4358.96,4364.76,4370.56,4376.36,4382.16,0.21,0.00,0.00,0.00,0.00,0.00,0.00,4375.91,4375.76,4375.25,4374.96,4375.36,0.174,2.93,32.10,62.42,57.33,-0.07,-0.51,0.44,4362.05,4379.71,522,393,100.0,0.0,11,1,CROSS=EMA9>EMA21;TREND=1;STRUCT=1;VOL=1;COOL=1;EMA50=1;VWAP=1;BIAS=1,4.92,-0.41,24999.26,25556.81,already positioned that way
17,2026.01.02 09:56:37,2026.01.02 12:26:37,TP5_EXIT,XAUUSD,M3,2,BUY,FULLTGT,DAY,0,4353.16,4347.36,4370.56,5.80,1.00,5.80,4358.96,4364.76,4370.56,4376.36,4382.16,0.21,0.21,0.00,4382.16,5.00,5.00,0.00,4377.52,4376.70,4375.81,4376.61,4376.25,0.314,2.84,21.56,63.09,58.39,0.59,0.06,0.54,4362.71,4381.16,425,441,71.4,0.0,5,1,CROSS=EMA9>EMA21;TREND=1;STRUCT=1;VOL=1;COOL=1;EMA50=1;VWAP=1;BIAS=1,4.99,-0.41,25607.52,25607.52,full target reached; closed in full
18,2026.01.02 09:56:37,2026.01.02 12:26:37,EXIT_TP,XAUUSD,M3,2,BUY,FULLTGT,DAY,0,4353.16,4347.36,4370.56,5.80,1.00,5.80,4358.96,4364.76,4370.56,4376.36,4382.16,0.21,0.21,0.00,4382.16,0.00,5.00,607.52,4377.52,4376.70,4375.81,4376.61,4376.25,0.314,2.84,21.56,63.09,58.39,0.59,0.06,0.54,4362.71,4381.16,425,441,71.4,0.0,5,1,CROSS=EMA9>EMA21;TREND=1;STRUCT=1;VOL=1;COOL=1;EMA50=1;VWAP=1;BIAS=1,4.99,-0.41,25607.52,25607.52,TP5 exit
19,2026.01.02 12:00:00,2026.01.02 14:30:00,SKIP,XAUUSD,M3,2,FLAT,NA,DAY,0,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4387.38,4387.63,4385.57,4387.85,4387.84,0.972,2.12,16.57,43.93,48.51,0.14,0.59,-0.45,4367.65,4385.50,257,373,14.3,57.1,5,1,CROSS=EMA9>EMA21;TREND=1;STRUCT=1;VOL=1;COOL=1;EMA50=1;VWAP=1;BIAS=1,0.00,0.00,25607.52,25607.52,outside the entry window
20,2026.01.02 12:21:00,2026.01.02 14:51:00,SKIP,XAUUSD,M3,2,FLAT,NA,DAY,0,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4388.02,4387.83,4386.16,4387.57,4387.64,0.833,2.01,11.69,57.14,52.42,0.28,0.17,0.10,4368.16,4389.80,432,333,85.7,0.0,10,1,CROSS=EMA9>EMA21;TREND=1;STRUCT=1;VOL=1;COOL=1;EMA50=1;VWAP=1;BIAS=1,0.00,0.00,25607.52,25607.52,outside the entry window
