seq,time_server,time_ist,event,symbol,tf,trade_id,direction,exit_mode,ist_session,flip_from,entry_price,init_sl,cur_sl,sl_distance,sl_factor,tp_unit,tp1,tp2,tp3,tp4,tp5,lots_initial,lots_event,lots_remaining,event_price,r_target,r_realized,profit,ema9,ema21,ema50,ema9_prev,ema21_prev,ema21_50_gap_atr,atr,adx,rsi,rsi_m5,macd_main,macd_signal,macd_hist,vwap,close,volume,vol_avg,bull_pct,bear_pct,spread_pts,qfilter_on,qf_flags,mfe_r,mae_r,balance,equity,note
1506,2026.03.12 08:42:00,2026.03.12 11:12:00,ENTRY,XAUUSD,M3,234,BUY,FULLTGT,DAY,0,5154.33,5145.50,5145.50,8.83,1.00,8.83,5163.16,5171.99,5180.82,5189.64,5198.47,0.14,0.14,0.14,5154.33,0.00,0.00,0.00,5148.25,5147.46,5149.61,5146.74,5146.77,-0.488,4.41,24.97,62.19,51.15,0.01,-1.33,1.33,5154.52,5154.29,490,355,71.4,14.3,5,1,CROSS=EMA9>EMA21;TREND=1;STRUCT=1;VOL=1;COOL=1;EMA50=1;VWAP=1;BIAS=1,0.00,0.00,26265.52,26264.82,KZ=LONDON; KZR=NY H @ 5228.86 763 bars ago (high taken); DAY 12AM-4PM IST session: stop x1.00 of usual; no partials; full size to TP5; SL steps BE->TP1->TP2->TP3
1507,2026.03.12 09:39:31,2026.03.12 12:09:31,SL_MOVE,XAUUSD,M3,234,BUY,FULLTGT,DAY,0,5154.33,5145.50,5154.33,8.83,1.00,8.83,5163.16,5171.99,5180.82,5189.64,5198.47,0.14,0.00,0.14,5154.33,1.00,0.00,0.00,5157.73,5154.85,5152.84,5156.57,5154.10,0.589,3.42,27.42,65.31,64.52,2.65,1.67,0.99,5154.59,5162.35,379,410,85.7,0.0,5,1,CROSS=EMA9>EMA21;TREND=1;STRUCT=1;VOL=1;COOL=1;EMA50=1;VWAP=1;BIAS=1,1.00,-0.79,26265.52,26389.28,stop to breakeven
1508,2026.03.12 09:39:31,2026.03.12 12:09:31,TP1_REACHED,XAUUSD,M3,234,BUY,FULLTGT,DAY,0,5154.33,5145.50,5154.33,8.83,1.00,8.83,5163.16,5171.99,5180.82,5189.64,5198.47,0.14,0.00,0.14,5163.16,1.00,1.00,0.00,5157.73,5154.85,5152.84,5156.57,5154.10,0.589,3.42,27.42,65.31,64.52,2.65,1.67,0.99,5154.59,5162.35,379,410,85.7,0.0,5,1,CROSS=EMA9>EMA21;TREND=1;STRUCT=1;VOL=1;COOL=1;EMA50=1;VWAP=1;BIAS=1,1.00,-0.79,26265.52,26389.28,full target: no partial booked
1509,2026.03.12 10:31:26,2026.03.12 13:01:26,SL_MOVE,XAUUSD,M3,234,BUY,FULLTGT,DAY,0,5154.33,5145.50,5163.16,8.83,1.00,8.83,5163.16,5171.99,5180.82,5189.64,5198.47,0.14,0.00,0.14,5163.16,2.00,0.00,0.00,5167.57,5165.17,5160.18,5167.18,5164.78,1.877,2.66,20.48,61.11,66.16,3.07,3.64,-0.57,5155.68,5169.12,382,396,57.1,14.3,5,1,CROSS=EMA9>EMA21;TREND=1;STRUCT=1;VOL=1;COOL=1;EMA50=1;VWAP=1;BIAS=1,1.99,-0.79,26265.52,26512.76,stop trailed to TP1
1510,2026.03.12 10:31:26,2026.03.12 13:01:26,TP2_REACHED,XAUUSD,M3,234,BUY,FULLTGT,DAY,0,5154.33,5145.50,5163.16,8.83,1.00,8.83,5163.16,5171.99,5180.82,5189.64,5198.47,0.14,0.00,0.14,5171.99,2.00,2.00,0.00,5167.57,5165.17,5160.18,5167.18,5164.78,1.877,2.66,20.48,61.11,66.16,3.07,3.64,-0.57,5155.68,5169.12,382,396,57.1,14.3,5,1,CROSS=EMA9>EMA21;TREND=1;STRUCT=1;VOL=1;COOL=1;EMA50=1;VWAP=1;BIAS=1,1.99,-0.79,26265.52,26512.76,full target: no partial booked
1511,2026.03.12 10:45:21,2026.03.12 13:15:21,SL_MOVE,XAUUSD,M3,234,BUY,FULLTGT,DAY,0,5154.33,5145.50,5171.99,8.83,1.00,8.83,5163.16,5171.99,5180.82,5189.64,5198.47,0.14,0.00,0.14,5171.99,3.00,0.00,0.00,5171.42,5168.03,5162.41,5169.54,5166.94,1.749,3.21,36.27,72.28,74.03,3.68,3.21,0.47,5156.04,5178.91,447,369,100.0,0.0,8,1,CROSS=EMA9>EMA21;TREND=1;STRUCT=1;VOL=1;COOL=1;EMA50=1;VWAP=1;BIAS=1,2.99,-0.79,26265.52,26636.38,stop trailed to TP2
1512,2026.03.12 10:45:21,2026.03.12 13:15:21,TP3_REACHED,XAUUSD,M3,234,BUY,FULLTGT,DAY,0,5154.33,5145.50,5171.99,8.83,1.00,8.83,5163.16,5171.99,5180.82,5189.64,5198.47,0.14,0.00,0.14,5180.82,3.00,3.00,0.00,5171.42,5168.03,5162.41,5169.54,5166.94,1.749,3.21,36.27,72.28,74.03,3.68,3.21,0.47,5156.04,5178.91,447,369,100.0,0.0,8,1,CROSS=EMA9>EMA21;TREND=1;STRUCT=1;VOL=1;COOL=1;EMA50=1;VWAP=1;BIAS=1,2.99,-0.79,26265.52,26636.38,full target: no partial booked
1513,2026.03.12 11:01:41,2026.03.12 13:31:41,SL_MOVE,XAUUSD,M3,234,BUY,FULLTGT,DAY,0,5154.33,5145.50,5180.82,8.83,1.00,8.83,5163.16,5171.99,5180.82,5189.64,5198.47,0.14,0.00,0.14,5180.82,4.00,0.00,0.00,5176.86,5172.35,5165.49,5175.57,5171.38,1.885,3.64,44.10,70.61,76.07,4.75,3.90,0.85,5156.63,5182.04,379,362,100.0,0.0,11,1,CROSS=EMA9>EMA21;TREND=1;STRUCT=1;VOL=1;COOL=1;EMA50=1;VWAP=1;BIAS=1,3.99,-0.79,26265.52,26760.28,stop trailed to TP3
1514,2026.03.12 11:01:41,2026.03.12 13:31:41,TP4_REACHED,XAUUSD,M3,234,BUY,FULLTGT,DAY,0,5154.33,5145.50,5180.82,8.83,1.00,8.83,5163.16,5171.99,5180.82,5189.64,5198.47,0.14,0.00,0.14,5189.64,4.00,4.00,0.00,5176.86,5172.35,5165.49,5175.57,5171.38,1.885,3.64,44.10,70.61,76.07,4.75,3.90,0.85,5156.63,5182.04,379,362,100.0,0.0,11,1,CROSS=EMA9>EMA21;TREND=1;STRUCT=1;VOL=1;COOL=1;EMA50=1;VWAP=1;BIAS=1,3.99,-0.79,26265.52,26760.28,full target: no partial booked
1515,2026.03.12 11:20:30,2026.03.12 13:50:30,EXIT_TRAIL_SL,XAUUSD,M3,234,BUY,FULLTGT,DAY,0,5154.33,5145.50,5180.82,8.83,1.00,8.83,5163.16,5171.99,5180.82,5189.64,5198.47,0.14,0.14,0.00,5180.81,0.00,3.00,369.74,5181.65,5177.21,5169.35,5181.48,5176.70,1.812,4.34,47.95,65.05,70.81,5.02,5.01,0.00,5157.56,5182.31,457,414,100.0,0.0,5,1,CROSS=EMA9>EMA21;TREND=1;STRUCT=1;VOL=1;COOL=1;EMA50=1;VWAP=1;BIAS=1,4.01,-0.79,26635.75,26635.75,stopped at a trailed level
1516,2026.03.12 12:09:00,2026.03.12 14:39:00,SKIP,XAUUSD,M3,234,FLAT,NA,DAY,0,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5178.26,5178.43,5174.10,5178.73,5178.63,1.451,2.98,19.61,46.06,56.04,0.60,1.48,-0.88,5159.12,5176.38,345,408,28.6,42.9,4,1,CROSS=EMA9>EMA21;TREND=1;STRUCT=1;VOL=1;COOL=1;EMA50=1;VWAP=1;BIAS=1,0.00,0.00,26635.75,26635.75,outside the entry window
1517,2026.03.12 12:33:00,2026.03.12 15:03:00,SKIP,XAUUSD,M3,234,FLAT,NA,DAY,0,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5179.25,5178.62,5175.31,5177.80,5177.97,1.029,3.21,20.37,65.33,59.16,0.71,0.28,0.43,5159.77,5185.06,571,396,85.7,0.0,5,1,CROSS=EMA9>EMA21;TREND=1;STRUCT=1;VOL=1;COOL=1;EMA50=1;VWAP=1;BIAS=1,0.00,0.00,26635.75,26635.75,outside the entry window
1518,2026.03.12 13:33:00,2026.03.12 16:03:00,SKIP,XAUUSD,M3,234,FLAT,NA,EVENING,0,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5184.12,5184.36,5181.06,5184.91,5184.70,0.928,3.55,39.72,42.29,47.64,0.55,2.03,-1.48,5161.75,5180.98,430,398,28.6,71.4,9,1,CROSS=EMA9>EMA21;TREND=1;STRUCT=1;VOL=1;COOL=1;EMA50=1;VWAP=1;BIAS=1,0.00,0.00,26635.75,26635.75,outside the entry window
1519,2026.03.12 15:51:00,2026.03.12 18:21:00,SKIP,XAUUSD,M3,234,FLAT,NA,EVENING,0,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5175.59,5174.90,5176.48,5173.64,5174.05,-0.365,4.35,28.78,63.16,58.16,-0.15,-1.74,1.59,5163.92,5183.39,632,531,100.0,0.0,5,1,CROSS=EMA9>EMA21;TREND=1;STRUCT=1;VOL=1;COOL=1;EMA50=1;VWAP=1;BIAS=1,0.00,0.00,26635.75,26635.75,outside the entry window
1520,2026.03.12 16:24:00,2026.03.12 18:54:00,SKIP,XAUUSD,M3,234,FLAT,NA,EVENING,0,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5176.38,5177.18,5177.46,5178.75,5178.21,-0.051,5.52,27.00,36.45,44.95,-0.23,1.43,-1.66,5164.80,5166.94,814,621,14.3,85.7,10,1,CROSS=EMA9>EMA21;TREND=1;STRUCT=1;VOL=1;COOL=1;EMA50=1;VWAP=1;BIAS=1,0.00,0.00,26635.75,26635.75,outside the entry window
1521,2026.03.12 19:27:00,2026.03.12 21:57:00,SKIP,XAUUSD,M3,234,FLAT,NA,EVENING,0,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5131.42,5131.37,5138.67,5130.92,5131.17,-1.345,5.42,25.02,51.10,45.52,-1.23,-2.57,1.34,5158.85,5133.44,731,748,57.1,28.6,5,1,CROSS=EMA9>EMA21;TREND=1;STRUCT=1;VOL=1;COOL=1;EMA50=1;VWAP=1;BIAS=1,0.00,0.00,26635.75,26635.75,outside the entry window
1522,2026.03.12 19:33:00,2026.03.12 22:03:00,SKIP,XAUUSD,M3,234,FLAT,NA,EVENING,0,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5130.26,5130.86,5137.89,5131.49,5131.41,-1.317,5.34,22.56,42.72,43.31,-1.46,-2.21,0.75,5158.63,5125.34,757,747,14.3,71.4,5,1,CROSS=EMA9>EMA21;TREND=1;STRUCT=1;VOL=1;COOL=1;EMA50=1;VWAP=1;BIAS=1,0.00,0.00,26635.75,26635.75,outside the entry window
1523,2026.03.12 19:45:00,2026.03.12 22:15:00,SKIP,XAUUSD,M3,234,FLAT,NA,EVENING,0,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5131.77,5131.37,5137.06,5130.95,5131.00,-1.118,5.09,23.46,53.61,48.38,-0.47,-1.30,0.83,5158.22,5135.04,679,727,42.9,28.6,5,1,CROSS=EMA9>EMA21;TREND=1;STRUCT=1;VOL=1;COOL=1;EMA50=1;VWAP=1;BIAS=1,0.00,0.00,26635.75,26635.75,outside the entry window
1524,2026.03.12 19:54:00,2026.03.12 22:24:00,SKIP,XAUUSD,M3,234,FLAT,NA,EVENING,0,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5130.52,5130.89,5136.21,5131.81,5131.44,-1.058,5.03,18.72,43.31,46.98,-0.80,-0.93,0.12,5157.88,5125.40,827,720,14.3,71.4,5,1,CROSS=EMA9>EMA21;TREND=1;STRUCT=1;VOL=1;COOL=1;EMA50=1;VWAP=1;BIAS=1,0.00,0.00,26635.75,26635.75,outside the entry window
1525,2026.03.13 01:00:00,2026.03.13 03:30:00,DAY_SUMMARY,XAUUSD,M3,234,FLAT,NA,DAY,0,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.99,615.23,5076.43,5078.95,5087.62,5075.77,5078.94,-1.322,6.56,41.34,47.77,40.53,-3.74,-5.64,1.90,5145.48,5079.04,200,428,28.6,57.1,7,1,CROSS=EMA9>EMA21;TREND=1;STRUCT=1;VOL=1;COOL=1;EMA50=1;VWAP=1;BIAS=1,0.00,0.00,26635.75,26635.75,2026.03.12 trades=5 W=3 L=2 gross_profit=744.13 gross_loss=128.90 net=615.23 PF=5.77
1526,2026.03.13 01:12:00,2026.03.13 03:42:00,SKIP,XAUUSD,M3,234,FLAT,NA,DAY,0,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5080.11,5080.04,5086.83,5079.00,5079.59,-1.038,6.54,32.17,55.20,44.44,-1.39,-3.73,2.34,5081.55,5084.56,450,450,71.4,14.3,5,1,CROSS=EMA9>EMA21;TREND=1;STRUCT=1;VOL=0;COOL=1;EMA50=1;VWAP=1;BIAS=1,0.00,0.00,26635.75,26635.75,already positioned that way
1527,2026.03.13 05:48:00,2026.03.13 08:18:00,SKIP,XAUUSD,M3,234,FLAT,NA,DAY,0,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5118.72,5119.07,5115.08,5119.85,5119.56,1.057,3.78,40.19,42.43,53.72,0.47,1.65,-1.18,5106.62,5114.19,418,425,28.6,57.1,5,1,CROSS=EMA9<EMA21;TREND=1;STRUCT=1;VOL=0;COOL=1;EMA50=1;VWAP=1;BIAS=1,0.00,0.00,26635.75,26635.75,quality filter
1528,2026.03.13 07:00:00,2026.03.13 09:30:00,SKIP,XAUUSD,M3,234,FLAT,NA,DAY,0,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5113.87,5113.67,5113.69,5113.42,5113.47,-0.005,2.78,31.76,55.08,54.06,-0.27,-1.23,0.97,5107.71,5115.67,199,335,85.7,0.0,5,1,CROSS=EMA9<EMA21;TREND=1;STRUCT=1;VOL=0;COOL=1;EMA50=1;VWAP=1;BIAS=1,0.00,0.00,26635.75,26635.75,outside the killzone window
1529,2026.03.13 07:18:00,2026.03.13 09:48:00,SKIP,XAUUSD,M3,234,FLAT,NA,DAY,0,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5113.97,5113.98,5113.87,5114.69,5114.27,0.044,2.55,25.92,41.60,51.02,-0.12,-0.09,-0.03,5107.91,5111.10,231,272,28.6,57.1,5,1,CROSS=EMA9<EMA21;TREND=1;STRUCT=1;VOL=0;COOL=1;EMA50=1;VWAP=1;BIAS=1,0.00,0.00,26635.75,26635.75,outside the killzone window
1530,2026.03.13 08:33:00,2026.03.13 11:03:00,SKIP,XAUUSD,M3,234,FLAT,NA,DAY,0,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5107.78,5107.60,5109.24,5107.10,5107.31,-0.584,2.81,19.86,56.40,42.36,-0.32,-1.04,0.71,5107.75,5110.49,605,251,71.4,14.3,5,1,CROSS=EMA9>EMA21;TREND=1;STRUCT=1;VOL=1;COOL=1;EMA50=1;VWAP=1;BIAS=1,0.00,0.00,26635.75,26635.75,already positioned that way
1531,2026.03.13 08:39:00,2026.03.13 11:09:00,ENTRY,XAUUSD,M3,236,SELL,FULLTGT,DAY,0,5106.11,5112.30,5112.30,6.19,1.00,6.19,5099.92,5093.73,5087.54,5081.35,5075.16,0.21,0.21,0.21,5106.11,0.00,0.00,0.00,5107.40,5107.46,5109.05,5107.72,5107.59,-0.515,3.10,16.43,46.07,49.57,-0.40,-0.70,0.30,5107.75,5106.13,491,274,14.3,71.4,5,1,CROSS=EMA9<EMA21;TREND=1;STRUCT=1;VOL=1;COOL=1;EMA50=1;VWAP=1;BIAS=1,0.00,0.00,26635.01,26633.96,KZ=LONDON; KZR=NY L @ 5065.54 182 bars ago (low taken); DAY 12AM-4PM IST session: stop x1.00 of usual; no partials; full size to TP5; SL steps BE->TP1->TP2->TP3
1532,2026.03.13 08:45:39,2026.03.13 11:15:39,SL_MOVE,XAUUSD,M3,236,SELL,FULLTGT,DAY,0,5106.11,5112.30,5106.11,6.19,1.00,6.19,5099.92,5093.73,5087.54,5081.35,5075.16,0.21,0.00,0.21,5106.11,1.00,0.00,0.00,5106.03,5106.82,5108.66,5107.36,5107.44,-0.520,3.53,18.60,36.95,34.61,-0.88,-0.57,-0.31,5107.69,5100.69,566,304,0.0,85.7,5,1,CROSS=EMA9<EMA21;TREND=1;STRUCT=1;VOL=1;COOL=1;EMA50=1;VWAP=1;BIAS=1,0.99,-0.51,26635.01,26765.21,stop to breakeven
1533,2026.03.13 08:45:39,2026.03.13 11:15:39,TP1_REACHED,XAUUSD,M3,236,SELL,FULLTGT,DAY,0,5106.11,5112.30,5106.11,6.19,1.00,6.19,5099.92,5093.73,5087.54,5081.35,5075.16,0.21,0.00,0.21,5099.92,1.00,1.00,0.00,5106.03,5106.82,5108.66,5107.36,5107.44,-0.520,3.53,18.60,36.95,34.61,-0.88,-0.57,-0.31,5107.69,5100.69,566,304,0.0,85.7,5,1,CROSS=EMA9<EMA21;TREND=1;STRUCT=1;VOL=1;COOL=1;EMA50=1;VWAP=1;BIAS=1,0.99,-0.51,26635.01,26765.21,full target: no partial booked
1534,2026.03.13 09:03:46,2026.03.13 11:33:46,EXIT_BE,XAUUSD,M3,236,SELL,FULLTGT,DAY,0,5106.11,5112.30,5106.11,6.19,1.00,6.19,5099.92,5093.73,5087.54,5081.35,5075.16,0.21,0.21,0.00,5106.14,0.00,-0.00,-2.11,5103.09,5104.66,5107.19,5102.95,5104.76,-0.601,4.21,17.82,46.71,43.45,-1.65,-1.25,-0.40,5107.35,5103.65,506,408,14.3,71.4,6,1,CROSS=EMA9<EMA21;TREND=1;STRUCT=1;VOL=1;COOL=1;EMA50=1;VWAP=1;BIAS=1,1.27,-0.51,26633.64,26633.64,stopped at breakeven
1535,2026.03.13 11:54:00,2026.03.13 14:24:00,SKIP,XAUUSD,M3,236,FLAT,NA,DAY,0,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5080.03,5079.66,5084.64,5079.08,5079.25,-0.858,5.80,25.12,53.70,50.37,-0.84,-2.89,2.04,5100.09,5083.83,557,536,71.4,28.6,5,1,CROSS=EMA9<EMA21;TREND=1;STRUCT=1;VOL=1;COOL=1;EMA50=1;VWAP=1;BIAS=1,0.00,0.00,26633.64,26633.64,outside the entry window
1536,2026.03.13 13:36:00,2026.03.13 16:06:00,SKIP,XAUUSD,M3,236,FLAT,NA,EVENING,0,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5088.87,5089.23,5088.45,5090.13,5089.77,0.201,3.90,21.42,41.22,43.14,0.23,1.27,-1.03,5098.63,5083.83,526,399,0.0,85.7,6,1,CROSS=EMA9<EMA21;TREND=1;STRUCT=1;VOL=1;COOL=1;EMA50=1;VWAP=1;BIAS=1,0.00,0.00,26633.64,26633.64,outside the entry window
1537,2026.03.13 13:51:00,2026.03.13 16:21:00,SKIP,XAUUSD,M3,236,FLAT,NA,EVENING,0,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5090.26,5089.66,5088.75,5088.78,5089.00,0.216,4.21,21.25,60.65,57.21,0.65,0.50,0.14,5098.45,5096.21,581,407,71.4,14.3,9,1,CROSS=EMA9<EMA21;TREND=1;STRUCT=1;VOL=1;COOL=1;EMA50=1;VWAP=1;BIAS=1,0.00,0.00,26633.64,26633.64,outside the entry window
1538,2026.03.13 16:30:00,2026.03.13 19:00:00,SKIP,XAUUSD,M3,236,FLAT,NA,EVENING,0,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5112.34,5112.51,5107.32,5113.22,5112.88,1.104,4.70,29.10,45.17,50.41,1.08,2.99,-1.91,5100.29,5108.83,532,621,28.6,57.1,5,1,CROSS=EMA9<EMA21;TREND=1;STRUCT=1;VOL=1;COOL=1;EMA50=1;VWAP=1;BIAS=1,0.00,0.00,26633.64,26633.64,outside the entry window
1539,2026.03.13 19:54:00,2026.03.13 22:24:00,SKIP,XAUUSD,M3,236,FLAT,NA,EVENING,0,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5045.34,5045.26,5055.80,5044.12,5044.76,-1.593,6.61,22.60,53.41,41.66,-1.92,-4.36,2.43,5090.04,5050.25,799,839,42.9,28.6,5,1,CROSS=EMA9<EMA21;TREND=1;STRUCT=1;VOL=1;COOL=1;EMA50=1;VWAP=1;BIAS=1,0.00,0.00,26633.64,26633.64,outside the entry window
1540,2026.03.13 20:54:00,2026.03.13 23:24:00,SKIP,XAUUSD,M3,236,FLAT,NA,EVENING,0,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5051.08,5051.39,5054.06,5052.32,5051.93,-0.463,5.75,24.15,42.88,43.70,0.27,2.04,-1.77,5087.42,5046.08,684,727,0.0,71.4,5,1,CROSS=EMA9<EMA21;TREND=1;STRUCT=1;VOL=1;COOL=1;EMA50=1;VWAP=1;BIAS=1,0.00,0.00,26633.64,26633.64,outside the entry window
1541,2026.03.16 01:00:00,2026.03.16 03:30:00,DAY_SUMMARY,XAUUSD,M3,236,FLAT,NA,DAY,0,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,-2.11,5019.09,5020.09,5027.22,5019.19,5020.23,-1.706,4.18,19.98,45.85,40.98,-2.19,-3.53,1.35,5080.15,5018.66,364,375,14.3,57.1,5,1,CROSS=EMA9<EMA21;TREND=1;STRUCT=1;VOL=1;COOL=1;EMA50=1;VWAP=1;BIAS=1,0.00,0.00,26633.64,26633.64,2026.03.13 trades=1 W=0 L=1 gross_profit=0.00 gross_loss=2.11 net=-2.11 PF=0.00
1542,2026.03.16 01:00:00,2026.03.16 03:30:00,WEEK_SUMMARY,XAUUSD,M3,236,FLAT,NA,DAY,0,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.26,750.30,5019.09,5020.09,5027.22,5019.19,5020.23,-1.706,4.18,19.98,45.85,40.98,-2.19,-3.53,1.35,5080.15,5018.66,364,375,14.3,57.1,5,1,CROSS=EMA9<EMA21;TREND=1;STRUCT=1;VOL=1;COOL=1;EMA50=1;VWAP=1;BIAS=1,0.00,0.00,26633.64,26633.64,days=5 trades=18 W=6 L=12 gross_profit=1231.23 gross_loss=480.93 net=750.30 PF=2.56 pips=7000.0
1543,2026.03.16 01:12:00,2026.03.16 03:42:00,ENTRY,XAUUSD,M3,238,BUY,FULLTGT,DAY,0,5024.07,5011.09,5011.09,12.98,1.00,12.98,5037.05,5050.02,5063.00,5075.98,5088.96,0.10,0.10,0.10,5024.07,0.00,0.00,0.00,5020.28,5020.26,5026.21,5019.34,5019.88,-0.918,6.49,18.05,53.85,49.62,-1.09,-2.24,1.14,5018.82,5024.03,440,384,71.4,14.3,5,1,CROSS=EMA9>EMA21;TREND=1;STRUCT=1;VOL=1;COOL=1;EMA50=1;VWAP=1;BIAS=1,0.00,0.00,26633.29,26632.79,KZ=ASIA; KZR=Asia L @ 5014.99 1008 bars ago (low taken); DAY 12AM-4PM IST session: stop x1.00 of usual; no partials; full size to TP5; SL steps BE->TP1->TP2->TP3
1544,2026.03.16 01:18:00,2026.03.16 03:48:00,FLIP,XAUUSD,M3,238,BUY,FULLTGT,DAY,0,5024.07,5011.09,5011.09,12.98,1.00,12.98,5037.05,5050.02,5063.00,5075.98,5088.96,0.10,0.00,0.00,5015.17,0.00,-0.69,0.00,5019.77,5020.06,5025.68,5020.92,5020.55,-0.802,7.00,16.40,42.78,48.31,-1.10,-1.79,0.69,5019.31,5015.17,487,399,14.3,71.4,5,1,CROSS=EMA9<EMA21;TREND=1;STRUCT=1;VOL=1;COOL=1;EMA50=1;VWAP=1;BIAS=1,0.12,-0.70,26633.29,26544.29,opposite signal before SL/target | BUY -> SELL | closing trade 238
1545,2026.03.16 01:18:00,2026.03.16 03:48:00,EXIT_FLIP,XAUUSD,M3,238,BUY,FULLTGT,DAY,0,5024.07,5011.09,5011.09,12.98,1.00,12.98,5037.05,5050.02,5063.00,5075.98,5088.96,0.10,0.10,0.00,5015.17,0.00,-0.69,0.00,5019.77,5020.06,5025.68,5020.92,5020.55,-0.802,7.00,16.40,42.78,48.31,-1.10,-1.79,0.69,5019.31,5015.17,487,399,14.3,71.4,5,1,CROSS=EMA9<EMA21;TREND=1;STRUCT=1;VOL=1;COOL=1;EMA50=1;VWAP=1;BIAS=1,0.12,-0.70,26543.94,26543.94,FLIP exit
1546,2026.03.16 01:18:00,2026.03.16 03:48:00,EXIT_OTHER,XAUUSD,M3,238,BUY,FULLTGT,DAY,0,5024.07,5011.09,5011.09,12.98,1.00,12.98,5037.05,5050.02,5063.00,5075.98,5088.96,0.10,0.10,0.00,5015.17,0.00,-0.69,-89.70,5019.77,5020.06,5025.68,5020.92,5020.55,-0.802,7.00,16.40,42.78,48.31,-1.10,-1.79,0.69,5019.31,5015.17,487,399,14.3,71.4,5,1,CROSS=EMA9<EMA21;TREND=1;STRUCT=1;VOL=1;COOL=1;EMA50=1;VWAP=1;BIAS=1,0.12,-0.70,26543.94,26543.94,FLIP exit
1547,2026.03.16 01:18:00,2026.03.16 03:48:00,ENTRY,XAUUSD,M3,240,SELL,FULLTGT,DAY,238,5015.17,5029.17,5029.17,14.00,1.00,14.00,5001.17,4987.18,4973.18,4959.18,4945.18,0.09,0.09,0.09,5015.17,0.00,0.00,0.00,5019.77,5020.06,5025.68,5020.92,5020.55,-0.802,7.00,16.40,42.78,48.31,-1.10,-1.79,0.69,5019.31,5015.17,487,399,14.3,71.4,5,1,CROSS=EMA9<EMA21;TREND=1;STRUCT=1;VOL=1;COOL=1;EMA50=1;VWAP=1;BIAS=1,0.00,0.00,26543.62,26543.17,KZ=ASIA; KZR=Asia L @ 5014.99 1010 bars ago (low taken); DAY 12AM-4PM IST session: stop x1.00 of usual; no partials; full size to TP5; SL steps BE->TP1->TP2->TP3; flipped from trade 238
